Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Population, total","SP.POP.TOTL","Rwanda","RWA","3896367","5247532","7319962","8109989","10576932","10840334","11101350","11368451","11642959","11930899","12230339","12531808","12835028","13146362","13461888"
"Population, total","SP.POP.TOTL","Samoa","WSM","142771","164905","168186","184008","196351","198124","199939","201757","203571","205544","207630","209701","211905","214929","218764"
"Population, total","SP.POP.TOTL","San Marino","SMR","18169","21346","23132","26823","32495","33132","33285","33389","33570","33834","34056","34156","34178","34007","33745"
"Population, total","SP.POP.TOTL","Sao Tome and Principe","STP","77583","97210","120343","143714","186044","189924","193757","197497","201124","204632","208036","211344","214599","218641","223107"
"Population, total","SP.POP.TOTL","Saudi Arabia","SAU","6106191","10171710","16004763","21547390","30150945","30821543","31482498","32125564","32749848","33416270","34193122","35018133","35827362","35997107","35950396"
"Population, total","SP.POP.TOTL","Senegal","SEN","4367744","5703869","7536001","9704287","12875880","13231833","13595566","13970308","14356181","14751356","15157793","15574909","16000781","16436120","16876720"
"Population, total","SP.POP.TOTL","Serbia","SRB","6972000","7362000","7586000","7516346","7234099","7199077","7164132","7130576","7095383","7058322","7020858","6982604","6945235","6899126","6834326"
"Population, total","SP.POP.TOTL","Seychelles","SYC","53600","63261","69507","81131","87441","88303","89949","91359","93419","94677","95843","96762","97625","98462","99258"
"Population, total","SP.POP.TOTL","Sierra Leone","SLE","2778557","3367477","4325388","4584067","6612385","6788587","6964859","7140688","7314773","7493913","7677565","7861281","8046828","8233970","8420641"
"Population, total","SP.POP.TOTL","Singapore","SGP","2074507","2413945","3047132","4027887","5183688","5312437","5399162","5469724","5535002","5607283","5612253","5638676","5703569","5685807","5453566"
"Population, total","SP.POP.TOTL","Sint Maarten (Dutch part)","SXM","6260","12243","27845","30519","33435","34640","36607","37685","38825","38992","38615","38934","39648","40350","40708"
"Population, total","SP.POP.TOTL","Slovak Republic","SVK","4538223","4979815","5299187","5388720","5398384","5407579","5413393","5418649","5423801","5430798","5439232","5446771","5454147","5458827","5447247"
"Population, total","SP.POP.TOTL","Slovenia","SVN","1724891","1901315","1998161","1988925","2052843","2057159","2059953","2061980","2063531","2065042","2066388","2073894","2088385","2102419","2108079"
"Population, total","SP.POP.TOTL","Solomon Islands","SLB","172833","233668","324171","429978","553721","567763","582365","597375","612660","628102","643634","659249","674993","691191","707851"
"Population, total","SP.POP.TOTL","Somalia","SOM","3720977","5892224","6999096","8721465","12216837","12440326","12852485","13309235","13763906","14292847","14864221","15411094","15981300","16537016","17065581"
"Population, total","SP.POP.TOTL","South Africa","ZAF","22368306","29463549","39877570","46813266","52443325","53145033","53873616","54729551","55876504","56422274","56641209","57339635","58087055","58801927","59392255"
"Population, total","SP.POP.TOTL","South Sudan","SSD","3342410","4192012","4750817","6114440","10243050","10701604","11106031","11213284","11194299","11066105","10658226","10395329","10447666","10606227","10748272"
"Population, total","SP.POP.TOTL","Spain","ESP","33814531","37491165","38867322","40567864","46742697","46773055","46620045","46480882","46444832","46484062","46593236","46797754","47134837","47365655","47415794"
"Population, total","SP.POP.TOTL","Sri Lanka","LKA","12388769","14943645","17204094","18776371","20859743","21017147","21131756","21239457","21336697","21425494","21506813","21670000","21803000","21919000","22156000"
"Population, total","SP.POP.TOTL","St. Kitts and Nevis","KNA","44968","43097","40636","45461","47581","47727","47767","47789","47790","47788","47785","47761","47712","47642","47606"
"Population, total","SP.POP.TOTL","St. Lucia","LCA","103090","121633","142301","159500","172145","173124","173978","174804","175623","176413","177163","177888","178583","179237","179651"
"Population, total","SP.POP.TOTL","St. Martin (French part)","MAF","5802","7776","28127","29610","36350","36026","35639","35261","35020","34811","34496","33852","33121","32553","31948"
"Population, total","SP.POP.TOTL","St. Vincent and the Grenadines","VCT","98459","107480","112487","113813","108703","108083","107450","106912","106482","105963","105549","105281","104924","104632","104332"
"Population, total","SP.POP.TOTL","Sudan","SDN","11305206","16673586","21090886","26298773","34419624","35159792","35990704","37003245","38171178","39377169","40679828","41999059","43232093","44440486","45657202"
"Population, total","SP.POP.TOTL","Suriname","SUR","379918","375112","412756","478998","552146","558111","563947","569682","575475","581453","587559","593715","600301","607065","612985"
"Population, total","SP.POP.TOTL","Sweden","SWE","8042801","8310531","8558835","8872109","9449213","9519374","9600379","9696110","9799186","9923085","10057698","10175214","10278887","10353442","10415811"
"Population, total","SP.POP.TOTL","Switzerland","CHE","6180877","6319408","6715519","7184250","7912398","7996861","8089346","8188649","8282396","8373338","8451840","8514329","8575280","8638167","8704546"
"Population, total","SP.POP.TOTL","Syrian Arab Republic","SYR","6319199","8898954","12408996","16307654","22730733","22605577","21495821","20072232","19205178","18964252","18983373","19333463","20098251","20772595","21324367"
"Population, total","SP.POP.TOTL","Tajikistan","TJK","2993019","4045965","5417860","6272998","7784819","7956382","8136610","8326348","8524063","8725318","8925525","9128132","9337003","9543207","9750064"
"Population, total","SP.POP.TOTL","Tanzania","TZA","13618192","19297659","26206012","34463704","46416031","47786137","49253643","50814552","52542823","54401802","56267032","58090443","59872579","61704518","63588334"
"Population, total","SP.POP.TOTL","Thailand","THA","35791728","45737753","55228410","63066603","68712846","69157023","69578602","69960943","70294397","70607037","70898202","71127802","71307763","71475664","71601103"
"Population, total","SP.POP.TOTL","Timor-Leste","TLS","554021","642224","758106","878360","1112976","1137676","1161555","1184830","1205813","1224562","1243235","1261845","1280438","1299995","1320942"
"Population, total","SP.POP.TOTL","Togo","TGO","2197383","2838110","3875947","5008035","6748672","6926635","7106229","7288383","7473229","7661354","7852795","8046679","8243094","8442580","8644829"
"Population, total","SP.POP.TOTL","Tonga","TON","86484","96708","98727","102603","107611","107502","107089","106626","106122","105707","105415","105150","104951","105254","106017"
"Population, total","SP.POP.TOTL","Trinidad and Tobago","TTO","988890","1127852","1266518","1332203","1420020","1430377","1440729","1450661","1460177","1469330","1478607","1504709","1519955","1518147","1525663"
"Population, total","SP.POP.TOTL","Tunisia","TUN","5047404","6578156","8440023","9893316","11032528","11174383","11300284","11428948","11557779","11685667","11811443","11933041","12049314","12161723","12262946"
"Population, total","SP.POP.TOTL","Turkiye","TUR","35540990","44089069","54324142","64113547","74223629","75175827","76147624","77181884","78218479","79277962","80312698","81407204","82579440","83384680","84147318"
"Population, total","SP.POP.TOTL","Turkmenistan","TKM","2201432","2862903","3720278","4569132","5360811","5458682","5560095","5663152","5766431","5868561","5968383","6065066","6158420","6250438","6341855"
"Population, total","SP.POP.TOTL","Turks and Caicos Islands","TCA","5665","7598","11709","18744","30816","32081","33594","34985","36538","38246","39844","41487","43080","44276","45114"
"Population, total","SP.POP.TOTL","Tuvalu","TUV","5814","7731","9182","9638","10700","10854","10918","10899","10877","10852","10828","10865","10956","11069","11204"
"Population, total","SP.POP.TOTL","Uganda","UGA","10317212","13284026","17586630","24020697","33295738","34273295","35273570","36336539","37477356","38748299","40127085","41515395","42949080","44404611","45853778"
"Population, total","SP.POP.TOTL","Ukraine","UKR","47279086","49973920","51891400","49176500","45706086","45593342","45489648","45272155","45167350","45038236","44880758","44690584","44474512","44207754","43848986"
"Population, total","SP.POP.TOTL","United Arab Emirates","ARE","298084","1014048","1900151","3275333","8575205","8664969","8751847","8835951","8916899","8994263","9068296","9140169","9211657","9287289","9365145"
"Population, total","SP.POP.TOTL","United Kingdom","GBR","55663250","56314216","57247586","58892514","63258810","63700215","64128273","64602298","65116219","65611593","66058859","66460344","66836327","67081234","67026292"
"Population, total","SP.POP.TOTL","United States","USA","205052000","227225000","249623000","282162411","311583481","313877662","316059947","318386329","320738994","323071755","325122128","326838199","328329953","331526933","332048977"
"Population, total","SP.POP.TOTL","Uruguay","URY","2790265","2953750","3117012","3292224","3361637","3371133","3381180","3391662","3402818","3413766","3422200","3427042","3428409","3429086","3426260"
"Population, total","SP.POP.TOTL","Uzbekistan","UZB","12011361","15947129","20510000","24650400","29339400","29774500","30243200","30757700","31298900","31847900","32388600","32956100","33580350","34232050","34915100"
"Population, total","SP.POP.TOTL","Vanuatu","VUT","87019","118156","150882","192074","251294","257313","263534","269927","276438","283218","290239","297298","304404","311685","319137"
"Population, total","SP.POP.TOTL","Venezuela, RB","VEN","11355475","15210443","19750579","24427729","29096159","29470426","29838021","30193258","30529716","30741464","30563433","29825653","28971683","28490453","28199867"
"Population, total","SP.POP.TOTL","Viet Nam","VNM","41928849","52968270","66912613","79001142","88349117","89301326","90267739","91235504","92191398","93126529","94033048","94914330","95776716","96648685","97468029"
"Population, total","SP.POP.TOTL","Virgin Islands (U.S.)","VIR","63476","99636","103963","108642","108290","108188","108041","107882","107712","107516","107281","107001","106669","106290","105870"
"Population, total","SP.POP.TOTL","West Bank and Gaza","PSE","","","1978248","2922153","3882986","3979998","4076708","4173398","4270092","4367088","4454805","4569087","4685306","4803269","4922749"
"Population, total","SP.POP.TOTL","Yemen, Rep.","YEM","6843607","9204938","13375121","18628700","25475610","26223391","26984002","27753304","28516545","29274002","30034389","30790513","31546691","32284046","32981641"
"Population, total","SP.POP.TOTL","Zambia","ZMB","4281671","5720438","7686401","9891136","14265814","14744658","15234976","15737793","16248230","16767761","17298054","17835893","18380477","18927715","19473125"
"Population, total","SP.POP.TOTL","Zimbabwe","ZWE","5202918","7049926","10113893","11834676","13025785","13265331","13555422","13855753","14154937","14452704","14751101","15052184","15354608","15669666","15993524"
"Population, total","SP.POP.TOTL","Africa Eastern and Southern","AFE","172475766","230967858","309890664","401600588","537792950","552530654","567892149","583651101","600008424","616377605","632746570","649757148","667242986","685112979","702977106"
"Population, total","SP.POP.TOTL","Africa Western and Central","AFW","121424797","157825609","206739024","269611898","366489204","376797999","387204553","397855507","408690375","419778384","431138704","442646825","454306063","466189102","478185907"
"Population, total","SP.POP.TOTL","Arab World","ARB","122475578","167707208","225923327","287065982","372351065","380383408","389131555","397922915","406501999","415077960","423664839","432545676","441467739","449228296","456520777"
